name,start,end
REFERENCE,2924.247,2924.747
PreStimSilence,2924.247,2924.347
FALSE_ALARM_TOKEN,2924.347,2924.647
PostStimSilence,2924.647,2924.747
STIM_1625,2924.747,2925.247
REFERENCE,2924.747,2925.247
PreStimSilence,2924.747,2924.847
FALSE_ALARM_TOKEN,2924.847,2925.147
PostStimSilence,2925.147,2925.247
LICK,2925.228,2925.228
TRIAL,2936.502,2943.964
BAPHYTRIAL132_FILE1,2936.502,2943.964
HIT_TRIAL,2936.502,2943.964
INVALID_BAPHY_TRIAL,2936.502,2943.964
STIM_1866,2936.502,2937.002
REFERENCE,2936.502,2937.002
PreStimSilence,2936.502,2936.602
CORRECT_REJECT_TOKEN,2936.602,2936.902
PostStimSilence,2936.902,2937.002
STIM_1625,2937.002,2937.502
REFERENCE,2937.002,2937.502
PreStimSilence,2937.002,2937.102
CORRECT_REJECT_TOKEN,2937.102,2937.402
PostStimSilence,2937.402,2937.502
TAR_812+InfdB+Noise,2937.502,2939.002
TARGET,2937.502,2939.002
PreStimSilence,2937.502,2937.602
HIT_TOKEN,2937.602,2937.902
PostStimSilence,2937.902,2939.002
LICK,2938.151,2938.151
LICK,2938.403,2938.403
LICK,2938.651,2938.651
LICK,2938.902,2938.902
LICK,2938.983,2938.983
LICK,2939.086,2939.086
LICK,2939.303,2939.303
LICK,2939.482,2939.482
LICK,2939.721,2939.721
LICK,2940.325,2940.325
TRIAL,2950.338,2958.318
BAPHYTRIAL133_FILE1,2950.338,2958.318
HIT_TRIAL,2950.338,2958.318
STIM_933,2950.338,2950.838
REFERENCE,2950.338,2950.838
PreStimSilence,2950.338,2950.438
CORRECT_REJECT_TOKEN,2950.438,2950.738
PostStimSilence,2950.738,2950.838
STIM_308,2950.838,2951.338
REFERENCE,2950.838,2951.338
PreStimSilence,2950.838,2950.938
FALSE_ALARM_TOKEN,2950.938,2951.238
PostStimSilence,2951.238,2951.338
TAR_812+0dB+Noise,2951.338,2951.838
TARGET,2951.338,2951.838
PreStimSilence,2951.338,2951.438
HIT_TOKEN,2951.438,2951.738
PostStimSilence,2951.738,2951.838
LICK,2951.791,2951.791
STIM_616,2951.838,2953.338
REFERENCE,2951.838,2953.338
PreStimSilence,2951.838,2951.938
LICK,2952.029,2952.029
PostStimSilence,2952.238,2953.338
LICK,2952.275,2952.275
LICK,2952.475,2952.475
LICK,2952.692,2952.692
LICK,2952.912,2952.912
LICK,2953.123,2953.123
LICK,2953.31,2953.31
LICK,2953.626,2953.626
LICK,2954.262,2954.262
LICK,2954.98,2954.98
LICK,2955.959,2955.959
LICK,2957.093,2957.093
TRIAL,2965.333,2972.792
BAPHYTRIAL134_FILE1,2965.333,2972.792
HIT_TRIAL,2965.333,2972.792
STIM_1414,2965.333,2965.833
REFERENCE,2965.333,2965.833
PreStimSilence,2965.333,2965.433
CORRECT_REJECT_TOKEN,2965.433,2965.733
PostStimSilence,2965.733,2965.833
STIM_616,2965.833,2966.333
REFERENCE,2965.833,2966.333
PreStimSilence,2965.833,2965.933
CORRECT_REJECT_TOKEN,2965.933,2966.233
PostStimSilence,2966.233,2966.333
TAR_812+InfdB+Noise,2966.333,2967.833
TARGET,2966.333,2967.833
PreStimSilence,2966.333,2966.433
HIT_TOKEN,2966.433,2966.733
PostStimSilence,2966.733,2967.833
LICK,2966.932,2966.932
LICK,2967.282,2967.282
LICK,2967.482,2967.482
LICK,2967.681,2967.681
LICK,2967.923,2967.923
LICK,2968.103,2968.103
LICK,2968.353,2968.353
LICK,2968.586,2968.586
LICK,2968.903,2968.903
LICK,2969.187,2969.187
LICK,2969.457,2969.457
LICK,2969.802,2969.802
LICK,2970.155,2970.155
LICK,2970.524,2970.524
LICK,2971.574,2971.574
TRIAL,2982.832,2989.794
BAPHYTRIAL135_FILE1,2982.832,2989.794
HIT_TRIAL,2982.832,2989.794
STIM_616,2982.832,2983.332
REFERENCE,2982.832,2983.332
PreStimSilence,2982.832,2982.932
CORRECT_REJECT_TOKEN,2982.932,2983.232
PostStimSilence,2983.232,2983.332
TAR_812+0dB+Noise,2983.332,2984.832
TARGET,2983.332,2984.832
PreStimSilence,2983.332,2983.432
HIT_TOKEN,2983.432,2983.732
PostStimSilence,2983.732,2984.832
LICK,2983.915,2983.915
LICK,2984.185,2984.185
LICK,2984.398,2984.398
LICK,2984.613,2984.613
LICK,2984.816,2984.816
LICK,2985.047,2985.047
LICK,2985.203,2985.203
LICK,2985.522,2985.522
LICK,2985.853,2985.853
LICK,2988.104,2988.104
LICK,2988.773,2988.773
TRIAL,2996.024,3002.15
BAPHYTRIAL136_FILE1,2996.024,3002.15
FALSE_ALARM_TRIAL,2996.024,3002.15
STIM_812,2996.024,2996.524
REFERENCE,2996.024,2996.524
PreStimSilence,2996.024,2996.124
CORRECT_REJECT_TOKEN,2996.124,2996.424
PostStimSilence,2996.424,2996.524
STIM_1866,2996.524,2997.024
REFERENCE,2996.524,2997.024
PreStimSilence,2996.524,2996.624
FALSE_ALARM_TOKEN,2996.624,2996.924
PostStimSilence,2996.924,2997.024
TAR_812+InfdB+Noise,2997.024,2998.524
TARGET,2997.024,2998.524
PreStimSilence,2997.024,2997.124
LICK,2997.043,2997.043
PostStimSilence,2997.424,2998.524
LICK,2997.49,2997.49
TRIAL,3007.918,3015.375
BAPHYTRIAL137_FILE1,3007.918,3015.375
HIT_TRIAL,3007.918,3015.375
INVALID_BAPHY_TRIAL,3007.918,3015.375
STIM_308,3007.918,3008.418
REFERENCE,3007.918,3008.418
PreStimSilence,3007.918,3008.018
CORRECT_REJECT_TOKEN,3008.018,3008.318
PostStimSilence,3008.318,3008.418
STIM_268,3008.418,3008.918
REFERENCE,3008.418,3008.918
PreStimSilence,3008.418,3008.518
FALSE_ALARM_TOKEN,3008.518,3008.818
PostStimSilence,3008.818,3008.918
TAR_812+InfdB+Noise,3008.918,3010.418
TARGET,3008.918,3010.418
PreStimSilence,3008.918,3009.018
HIT_TOKEN,3009.018,3009.318
LICK,3009.231,3009.231
PostStimSilence,3009.318,3010.418
LICK,3009.469,3009.469
LICK,3009.734,3009.734
LICK,3009.951,3009.951
LICK,3010.367,3010.367
LICK,3010.536,3010.536
LICK,3010.767,3010.767
LICK,3011.086,3011.086
LICK,3011.687,3011.687
TRIAL,3021.511,3029.973
BAPHYTRIAL138_FILE1,3021.511,3029.973
MISS_TRIAL,3021.511,3029.973
STIM_1231,3021.511,3022.011
REFERENCE,3021.511,3022.011
PreStimSilence,3021.511,3021.611
CORRECT_REJECT_TOKEN,3021.611,3021.911
PostStimSilence,3021.911,3022.011
STIM_707,3022.011,3022.511
REFERENCE,3022.011,3022.511
PreStimSilence,3022.011,3022.111
CORRECT_REJECT_TOKEN,3022.111,3022.411
PostStimSilence,3022.411,3022.511
TAR_812+InfdB+Noise,3022.511,3024.011
TARGET,3022.511,3024.011
PreStimSilence,3022.511,3022.611
MISS_TOKEN,3022.611,3022.911
PostStimSilence,3022.911,3024.011
LICK,3024.15,3024.15
TRIAL,3036.52,3042.687
BAPHYTRIAL139_FILE1,3036.52,3042.687
FALSE_ALARM_TRIAL,3036.52,3042.687
INVALID_BAPHY_TRIAL,3036.52,3042.687
STIM_354,3036.52,3037.02
REFERENCE,3036.52,3037.02
PreStimSilence,3036.52,3036.62
CORRECT_REJECT_TOKEN,3036.62,3036.92
PostStimSilence,3036.92,3037.02
STIM_536,3037.02,3037.52
REFERENCE,3037.02,3037.52
PreStimSilence,3037.02,3037.12
FALSE_ALARM_TOKEN,3037.12,3037.42
PostStimSilence,3037.42,3037.52
STIM_1625,3037.52,3038.02
REFERENCE,3037.52,3038.02
PreStimSilence,3037.52,3037.62
LICK,3037.603,3037.603
LICK,3037.872,3037.872
PostStimSilence,3037.92,3038.02
TRIAL,3048.421,3056.882
BAPHYTRIAL140_FILE1,3048.421,3056.882
MISS_TRIAL,3048.421,3056.882
INVALID_BAPHY_TRIAL,3048.421,3056.882
STIM_812,3048.421,3048.921
REFERENCE,3048.421,3048.921
PreStimSilence,3048.421,3048.521
CORRECT_REJECT_TOKEN,3048.521,3048.821
PostStimSilence,3048.821,3048.921
STIM_1866,3048.921,3049.421
REFERENCE,3048.921,3049.421
PreStimSilence,3048.921,3049.021
CORRECT_REJECT_TOKEN,3049.021,3049.321
PostStimSilence,3049.321,3049.421
TAR_812+InfdB+Noise,3049.421,3050.921
TARGET,3049.421,3050.921
PreStimSilence,3049.421,3049.521
MISS_TOKEN,3049.521,3049.821
PostStimSilence,3049.821,3050.921
TRIAL,3067.001,3075.961
BAPHYTRIAL141_FILE1,3067.001,3075.961
MISS_TRIAL,3067.001,3075.961
INVALID_BAPHY_TRIAL,3067.001,3075.961
STIM_812,3067.001,3067.501
REFERENCE,3067.001,3067.501
PreStimSilence,3067.001,3067.101
CORRECT_REJECT_TOKEN,3067.101,3067.401
PostStimSilence,3067.401,3067.501
STIM_1866,3067.501,3068.001
REFERENCE,3067.501,3068.001
PreStimSilence,3067.501,3067.601
CORRECT_REJECT_TOKEN,3067.601,3067.901
PostStimSilence,3067.901,3068.001
CAT_812+-InfdB+Noise,3068.001,3068.501
CATCH,3068.001,3068.501
PreStimSilence,3068.001,3068.101
CORRECT_REJECT_TOKEN,3068.101,3068.401
PostStimSilence,3068.401,3068.501
REM_812+InfdB+Noise+reminder,3068.501,3070.001
TARGET,3068.501,3070.001
PreStimSilence,3068.501,3068.601
MISS_TOKEN,3068.601,3068.901
PostStimSilence,3068.901,3070.001
TRIAL,3082.55,3091.529
BAPHYTRIAL142_FILE1,3082.55,3091.529
MISS_TRIAL,3082.55,3091.529
INVALID_BAPHY_TRIAL,3082.55,3091.529
STIM_354,3082.55,3083.05
REFERENCE,3082.55,3083.05
PreStimSilence,3082.55,3082.65
CORRECT_REJECT_TOKEN,3082.65,3082.95
PostStimSilence,3082.95,3083.05
STIM_536,3083.05,3083.55
REFERENCE,3083.05,3083.55
PreStimSilence,3083.05,3083.15
CORRECT_REJECT_TOKEN,3083.15,3083.45
PostStimSilence,3083.45,3083.55
STIM_1625,3083.55,3084.05
REFERENCE,3083.55,3084.05
PreStimSilence,3083.55,3083.65
CORRECT_REJECT_TOKEN,3083.65,3083.95
PostStimSilence,3083.95,3084.05
TAR_812+InfdB+Noise,3084.05,3085.55
TARGET,3084.05,3085.55
PreStimSilence,3084.05,3084.15
MISS_TOKEN,3084.15,3084.45
PostStimSilence,3084.45,3085.55
LICK,3089.083,3089.083
TRIAL,3098.138,3105.605
BAPHYTRIAL143_FILE1,3098.138,3105.605
HIT_TRIAL,3098.138,3105.605
INVALID_BAPHY_TRIAL,3098.138,3105.605
STIM_406,3098.138,3098.638
REFERENCE,3098.138,3098.638
PreStimSilence,3098.138,3098.238
CORRECT_REJECT_TOKEN,3098.238,3098.538
PostStimSilence,3098.538,3098.638
STIM_467,3098.638,3099.138
REFERENCE,3098.638,3099.138
PreStimSilence,3098.638,3098.738
CORRECT_REJECT_TOKEN,3098.738,3099.038
PostStimSilence,3099.038,3099.138
TAR_812+InfdB+Noise,3099.138,3100.638
TARGET,3099.138,3100.638
PreStimSilence,3099.138,3099.238
HIT_TOKEN,3099.238,3099.538
PostStimSilence,3099.538,3100.638
LICK,3099.978,3099.978
LICK,3100.263,3100.263
LICK,3100.477,3100.477
LICK,3100.679,3100.679
LICK,3100.976,3100.976
LICK,3101.165,3101.165
LICK,3101.424,3101.424
LICK,3101.713,3101.713
LICK,3101.915,3101.915
LICK,3102.732,3102.732
LICK,3103.427,3103.427
LICK,3104.494,3104.494
TRIAL,3113.049,3119.265
BAPHYTRIAL144_FILE1,3113.049,3119.265
FALSE_ALARM_TRIAL,3113.049,3119.265
STIM_354,3113.049,3113.549
REFERENCE,3113.049,3113.549
PreStimSilence,3113.049,3113.149
CORRECT_REJECT_TOKEN,3113.149,3113.449
PostStimSilence,3113.449,3113.549
STIM_536,3113.549,3114.049
REFERENCE,3113.549,3114.049
PreStimSilence,3113.549,3113.649
FALSE_ALARM_TOKEN,3113.649,3113.949
PostStimSilence,3113.949,3114.049
LICK,3114.063,3114.063
TRIAL,3124.986,3132.948
BAPHYTRIAL145_FILE1,3124.986,3132.948
MISS_TRIAL,3124.986,3132.948
INVALID_BAPHY_TRIAL,3124.986,3132.948
STIM_1072,3124.986,3125.486
REFERENCE,3124.986,3125.486
PreStimSilence,3124.986,3125.086
CORRECT_REJECT_TOKEN,3125.086,3125.386
PostStimSilence,3125.386,3125.486
TAR_812+InfdB+Noise,3125.486,3126.986
TARGET,3125.486,3126.986
PreStimSilence,3125.486,3125.586
MISS_TOKEN,3125.586,3125.886
PostStimSilence,3125.886,3126.986
TRIAL,3334.965,3342.954
BAPHYTRIAL146_FILE1,3334.965,3342.954
HIT_TRIAL,3334.965,3342.954
INVALID_BAPHY_TRIAL,3334.965,3342.954
STIM_933,3334.965,3335.465
REFERENCE,3334.965,3335.465
PreStimSilence,3334.965,3335.065
CORRECT_REJECT_TOKEN,3335.065,3335.365
PostStimSilence,3335.365,3335.465
STIM_1414,3335.465,3335.965
REFERENCE,3335.465,3335.965
PreStimSilence,3335.465,3335.565
CORRECT_REJECT_TOKEN,3335.565,3335.865
PostStimSilence,3335.865,3335.965
TAR_812+0dB+Noise,3335.965,3336.465
TARGET,3335.965,3336.465
PreStimSilence,3335.965,3336.065
HIT_TOKEN,3336.065,3336.365
PostStimSilence,3336.365,3336.465
STIM_268,3336.465,3337.965
REFERENCE,3336.465,3337.965
PreStimSilence,3336.465,3336.565
FALSE_ALARM_TOKEN,3336.565,3336.865
LICK,3336.774,3336.774
PostStimSilence,3336.865,3337.965
LICK,3337.007,3337.007
LICK,3337.177,3337.177
LICK,3337.429,3337.429
LICK,3337.51,3337.51
LICK,3337.629,3337.629
LICK,3337.878,3337.878
LICK,3338.128,3338.128
LICK,3338.412,3338.412
LICK,3338.786,3338.786
LICK,3339.845,3339.845
LICK,3340.75,3340.75
LICK,3341.6,3341.6
TRIAL,3351.315,3358.773
BAPHYTRIAL147_FILE1,3351.315,3358.773
EARLY_TRIAL,3351.315,3358.773
INVALID_BAPHY_TRIAL,3351.315,3358.773
STIM_1231,3351.315,3351.815
REFERENCE,3351.315,3351.815
PreStimSilence,3351.315,3351.415
CORRECT_REJECT_TOKEN,3351.415,3351.715
PostStimSilence,3351.715,3351.815
STIM_707,3351.815,3352.315
REFERENCE,3351.815,3352.315
PreStimSilence,3351.815,3351.915
FALSE_ALARM_TOKEN,3351.915,3352.215
PostStimSilence,3352.215,3352.315
TAR_812+0dB+Noise,3352.315,3353.815
TARGET,3352.315,3353.815
PreStimSilence,3352.315,3352.415
EARLY_TOKEN,3352.415,3352.715
LICK,3352.465,3352.465
LICK,3352.714,3352.714
PostStimSilence,3352.715,3353.815
LICK,3352.964,3352.964
LICK,3353.166,3353.166
LICK,3353.366,3353.366
LICK,3353.861,3353.861
LICK,3354.065,3354.065
LICK,3354.437,3354.437
LICK,3354.784,3354.784
LICK,3356.05,3356.05
TRIAL,3365.188,3370.997
BAPHYTRIAL148_FILE1,3365.188,3370.997
FALSE_ALARM_TRIAL,3365.188,3370.997
STIM_354,3365.188,3365.688
REFERENCE,3365.188,3365.688
PreStimSilence,3365.188,3365.288
FALSE_ALARM_TOKEN,3365.288,3365.588
PostStimSilence,3365.588,3365.688
STIM_536,3365.688,3366.188
REFERENCE,3365.688,3366.188
PreStimSilence,3365.688,3365.788
EARLY_TOKEN,3365.788,3366.088
LICK,3365.806,3365.806
PostStimSilence,3366.088,3366.188
TRIAL,3377.639,3387.126
BAPHYTRIAL149_FILE1,3377.639,3387.126
MISS_TRIAL,3377.639,3387.126
INVALID_BAPHY_TRIAL,3377.639,3387.126
STIM_354,3377.639,3378.139
REFERENCE,3377.639,3378.139
PreStimSilence,3377.639,3377.739
CORRECT_REJECT_TOKEN,3377.739,3378.039
PostStimSilence,3378.039,3378.139
STIM_536,3378.139,3378.639
REFERENCE,3378.139,3378.639
PreStimSilence,3378.139,3378.239
CORRECT_REJECT_TOKEN,3378.239,3378.539
PostStimSilence,3378.539,3378.639
STIM_1625,3378.639,3379.139
REFERENCE,3378.639,3379.139
PreStimSilence,3378.639,3378.739
CORRECT_REJECT_TOKEN,3378.739,3379.039
PostStimSilence,3379.039,3379.139
CAT_812+-InfdB+Noise,3379.139,3379.639
CATCH,3379.139,3379.639
PreStimSilence,3379.139,3379.239
CORRECT_REJECT_TOKEN,3379.239,3379.539
PostStimSilence,3379.539,3379.639
REM_812+InfdB+Noise+reminder,3379.639,3381.139
TARGET,3379.639,3381.139
PreStimSilence,3379.639,3379.739
MISS_TOKEN,3379.739,3380.039
PostStimSilence,3380.039,3381.139
TRIAL,3393.495,3402.43333
BAPHYTRIAL150_FILE1,3393.495,3402.43333
MISS_TRIAL,3393.495,3402.43333
INVALID_BAPHY_TRIAL,3393.495,3402.43333
STIM_354,3393.495,3393.995
REFERENCE,3393.495,3393.995
PreStimSilence,3393.495,3393.595
CORRECT_REJECT_TOKEN,3393.595,3393.895
PostStimSilence,3393.895,3393.995
STIM_536,3393.995,3394.495
REFERENCE,3393.995,3394.495
PreStimSilence,3393.995,3394.095
CORRECT_REJECT_TOKEN,3394.095,3394.395
PostStimSilence,3394.395,3394.495
STIM_1625,3394.495,3394.995
REFERENCE,3394.495,3394.995
PreStimSilence,3394.495,3394.595
CORRECT_REJECT_TOKEN,3394.595,3394.895
PostStimSilence,3394.895,3394.995
TAR_812+InfdB+Noise,3394.995,3396.495
TARGET,3394.995,3396.495
PreStimSilence,3394.995,3395.095
MISS_TOKEN,3395.095,3395.395
PostStimSilence,3395.395,3396.495
LICK,3396.033,3396.033
